где находится арт-курорт	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочный зал «Арт-курорт»%'	158
где находится выставочный центр «ленэкспо»	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Выставочный зал «Ленэкспо»%'	314
где находится памятник любезным родителям	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%любезным родителям%'	296
где находится мемориальная стела героям-ижорцам	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%стела героям-ижорцам%'	265
где находится памятник в честь подвига 72-го ижорского отдельного пулеметно-артиллерийского батальона	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%стела героям-ижорцам%'	12
где находится павильон росси	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Павильон Росси%'	271
где находится памятник марии фёдоровне	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%императрице марии фёдоровне%'	140
где находится памятник императрице марии фёдоровне	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%императрице марии фёдоровне%'	34
где находится палисадник с оградой и памятником в.к. рентгену	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Палисадник с оградой и памятником В.К. Рентгену%'	152
где находится палисадник с оградой и памятником рентгену	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Палисадник с оградой и памятником В.К. Рентгену%'	149
где находится ансамбль петродворца	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Петродворца%'	107
где находится памятник героическому комсомолу	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%героическому комсомолу%'	168
где находится памятник каспийцам-товарищам, павшим в войну 1904-1905 гг.	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%каспийцам-товарищам, павшим в войну 1904-1905 гг.%'	78
где находится памятник каспийцам-товарищам	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like'%каспийцам-товарищам, павшим в войну 1904-1905 гг.%'	182
где находится памятник адмиралу макарову с.о.	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу Макарову С.О.%'	145
где находится памятник академику голицыну б.б.	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%академику Голицыну Б.Б.%'	67
где находится памятник академику голицыну	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%академику Голицыну Б.Б.%'	259
где находится памятник голицыну	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%академику Голицыну Б.Б.%'	319
где находится памятник баснописцу крылову и.а.	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу Крылову И.А.%'	178
где находится памятник баснописцу крылову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу Крылову И.А.%'	53
где находится памятник крылову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу Крылову И.А.%'	168
где находится памятник биологу мечникову и.и.	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%биологу Мечникову И.И.%'	87
где находится памятник биологу мечникову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%биологу Мечникову И.И.%'	297
где находится памятник мечникову и.и.	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%биологу Мечникову И.И.%'	223
где находится памятник мечникову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%биологу Мечникову И.И.%'	105
где находится памятник богданову с. и., дважды герою советского союза	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Богданову С. И., дважды герою Советского Союза%'	306
где находится памятник богданову с. и.	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Богданову С. И., дважды герою Советского Союза%'	8
где находится памятник богданову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Богданову С. И., дважды герою Советского Союза%'	125
где находится памятник в.и. чапаеву	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%В.И. Чапаеву%'	126
где находится памятник чапаеву	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%В.И. Чапаеву%'	65
где находится памятник великой княгине елене павловне	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%великой княгине Елене Павловне%'	277
где находится памятник врачу боткину	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%врачу Боткину%'	219
где находится памятник боткину	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%врачу Боткину%'	272
где находится памятник адмиралу макарову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу Макарову С.О.%'	308
где находится каменностровский дворец	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%Каменностровский%'	124
адрес нижнего парка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Нижний%'	15
адрес памятника ленину	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Ленину%'	158
адрес памятника боткину	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%врачу Боткину%'	105
адрес памятника крылову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%баснописцу Крылову И.А.%'	296
адрес памятника макарову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу Макарову С.О.%'	284
адрес памятника адмиралу макарову	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%адмиралу Макарову С.О.%'	118
адрес памятника врачу боткину	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%врачу Боткину%'	111
адрес павильона росси	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%Павильон Росси%'	172
адрес мемориальной стелы героям-ижорцам	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE MONUMENTS.NAME like '%стела героям-ижорцам%'	318
адрес михайловки	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'	138
адрес либерти	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Арт-галерея "Либерти"%'	258
адрес сергиевки	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Сергиевка%'	246
адрес собственной дачи	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Собственная дача%'	187
адрес верхнего парка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Верхний%'	165
адрес александрийского парка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Александрийский%'	10
адрес александровского парка	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Александровский%'	310
адрес михайловской дачи	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Ансамбль Михайловской дачи%'	3
адрес аллеи фонтанов	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Аллея фонтанов%'	25
адрес английского дворца	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Английский%'	319
адрес меншиковсокго дворца	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Меншикова%'	21
адрес дворца "бельведер"	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE PARKS.NAME like '%Бельведер%'	72
адрес дворца бобринских	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%Бобринских%'	17
адрес дворца пушнины	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%Пушнины%'	74
адрес дворца императора петра II	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%императора Петра II%'	161
адрес каменностровского дворца	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%Каменностровский%'	31
адрес дворца культуры им. кирова	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%культуры им. Кирова%'	263
адрес львовского дворца	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%Львовский%'	16
адрес мариинского дворца	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%Мариинский%'	233
адрес дворца Марли	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join HOMESTEADS on ADDRESSES.ID = HOMESTEADS.ID_ADDRESS WHERE HOMESTEADS.NAME like '%Марли%'	88
адрес Эрмитажа	SELECT ADDRESSES.STREET, ADDRESSES.HOUSENUMBER, AREAS.NAME FROM AREAS join ADDRESSES on AREAS.ID = ADDRESSES.ID_AREA join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE MUSEUMS.NAME like '%Эрмитаж%'	198
какие музеи находятся на ул садовая	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Садовая%'	213
какие музеи находятся на садовой	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Садовая%'	221
какие музеи находятся на суворовском проспекте	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Суворовский%'	95
какие музеи находятся на улице пестеля	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Пестеля%'	58
какие музеи находятся на свечном	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Свечной%'	131
какие музеи находятся на елагином острове	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Елагин%'	235
какие музеи находятся на площади свободы	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Свободы%'	154
какие музеи находятся на невском	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Невский%'	24
какие музеи находятся на ул жуковского	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Жуковского%'	220
какие музеи находятся на набережной фонтанки	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Фонтанки%'	261
какие музеи находятся на наб реки фонтанки	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Фонтанки%'	57
какие музеи находятся на петроградской набережной	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Петроградская%'	240
какие музеи находятся на петроградской	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Петроградская%'	305
какие музеи находятся на рубинштейна	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Рубинштейна%'	85
какие музеи находятся на большой морской	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Большая морская%'	172
какие музеи находятся на канале грибоедова	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Грибоедова%'	60
какие музеи находятся на лиговском проспекте	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Лиговский%'	147
какие музеи находятся в петергофе	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Петергоф%'	285
какие музеи находятся в ломоносове	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Ломоносов%'	116
какие музеи находятся красном селе	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Красное село%'	81
какие музеи находятся пушкине	SELECT MUSEUMS.NAME FROM ADDRESSES join MUSEUMS on ADDRESSES.ID = MUSEUMS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Пушкин%'	274
какие парки находятся на ул садовая	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Садовая%'	195
какие парки находятся в г ломоносов	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Ломоносов%'	279
какие парки находятся в г пушкин	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Пушкин%'	287
какие парки находятся в г красное село	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Красное село%'	52
какие парки находятся в красном селе	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Красное село%'	323
какие парки находятся на ул глинки	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Глинки%'	84
какие парки находятся на набережной реки мойки	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Мойки%'	270
какие парки находятся на наб мойки	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Мойки%'	265
какие парки находятся в г петергоф	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Петергоф%'	21
какие парки находятся в петергофе	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Петергоф%'	102
какие парки находятся в стрельне	SELECT PARKS.NAME FROM ADDRESSES join PARKS on ADDRESSES.ID = PARKS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Стрельна%'	203
какие памятники находятся на садовой	SELECT MONUMENTS.NAME FROM ADDRESSES join MONUMENTS on ADDRESSES.ID = MONUMENTS.ID_ADDRESS WHERE ADDRESSES.STREET like '%Садовая%'	85
